N_umber,Loc_cluster_IPA,Dir_IPA,Loc_cluster,Form,Sample_1,Source,Spatial
1,ƛʼ,a,кь,кьи́ркьа,sample,AA,no
2,NA,a,NA,бакьа,х,AA,no
3,NA,a,NA,бакьа,х,AA,no
4,NA,a,NA,бе́кьа,sample,AA,yes
5,NA,a,NA,рекьара́,sample,AA,yes
6,NA,a,NA,бекьара́,sample,AA,yes
7,χ,a,х,бекьара́ха,sample,AA,yes
8,unclear,a,unclear,бекьараду́,х,AA,yes
9,NA,ku,NA,бекьараду́ку,х,AA,yes
10,NA,NA,NA,бекьарадуссуб,х,AA,yes
11,NA,a,NA,бе́кьа,х,AA,yes
12,NA,a,NA,бе́кьа,х,AA,yes
13,NA,a,NA,рекьараду́,sample,AA,yes
14,NA,a,NA,ва́кьа,sample,AA,no_metaph
15,NA,a,NA,ва́кьа,х,AA,no
16,NA,a,NA,ва́кьа,х,AA,no
17,NA,a,NA,ва́кьа,sample,AA,unclear
18,NA,a,NA,ва́кьа,х,AA,no
19,NA,a,NA,ва́кьа,х,AA,no
20,NA,a,NA,ва́кьа,х,AA,no
21,NA,a,NA,ва́кьа,х,AA,no_metaph
22,NA,a,NA,ва́кьа,sample,AA,no
23,NA,a,NA,ва́кьа,х,AA,no
24,NA,a,NA,ва́кьа,х,AA,no_metaph
25,NA,a,NA,ва́кьа,х,AA,no
26,NA,a,NA,ва́кьа,х,AA,no
27,NA,a,NA,векьара́,х,AA,yes
28,NA,a,NA,векьара́,х,AA,yes
29,NA,a,NA,векьара́,sample,AA,yes
30,NA,a,NA,вакьа,sample,AA,no
31,NA,a,NA,векьара́,х,AA,yes
32,NA,a,NA,ра́кьа ,sample,AA,unclear
33,ƛʼ,a,кь,гьикьа,sample,AA,yes
34,NA,a,NA,ва́кьа,х,AA,no
35,NA,a,NA,ва́кьа,х,AA,no
36,NA,a,NA,ва́кьа,х,AA,no
37,ƛʼ,a,кь,къвари́лъикьа,sample,AA,no
38,ɬ,a,лъ,къвари́лъилъа,sample,AA,no
39,NA,a,NA,вакьа,sample,AA,yes
40,NA,a,NA,ва́кьа ,х,AA,yes
41,ƛʼ,a,кь,гьи́кьа,sample,AA,yes
42,ƛʼ,a,кь,гьикьа́ ,sample,AA,yes
43,NA,a,NA,регьина ,sample,AA,no
44,ƛʼ,a,кь,бала́гьакьа,sample,AA,no
45,NA,a,NA,бекьара́,sample,AA,yes
46,NA,a,NA,ва́кьа,х,AA,no
47,NA,a,NA,вакьа,х,AA,no
48,ƛʼ,a,кь,гъва́ркьа,sample,AA,yes
49,NA,a,NA,рекьара́,х,AA,yes
50,ƛʼ,a,кь,гъогъолакьа,х,AA,unclear
51,NA,a,NA,гьакье́ру-гьа́кьа,х,AA,no_time
52,NA,a,NA,гьакье́ру-гьа́кьа,sample,AA,no_time
53,NA,a,NA,гьакье́ру-гьа́кьа,х,AA,no_time
54,ƛʼ,a,кь,гьантIукIакьа,sample,AA,yes
55,ƛʼ,a,кь,гьикьа,sample,AA,no
56,unclear,a,unclear,гье́кукьа,sample,AA,yes
57,ƛʼ,a,кь,гьикьикьа,sample,AA,yes 
58,ƛʼ,a,кь,гьикьа,х,AA,yes
59,ƛʼ,a,кь,гьикьа,sample,AA,no
60,ƛʼ,a,кь,гьикьа́ ,х,AA,yes
61,ƛʼ,a,кь,гьикьа-гье,sample,AA,yes
62,ƛʼ,a,кь,гьикьа-гье́,х,AA,yes
63,ƛʼ,a,кь,гьикьа-гье́,sample,AA,yes
64,ƛʼ,a,кь,гьикьа-гье́,х,AA,yes
65,ƛʼ,a,кь,гьикьаду́,sample,AA,yes
66,ƛʼ,ku,кь,гьикьаду́ку,х,AA,yes
67,ƛʼ,ku,кь,гьикьаду́ку,sample,AA,yes
68,ƛʼ,a,кь,гIакъубакьа́,х,AA,no
69,NA,a,NA,бакьа,sample,AA,no
70,ƛʼ,a,кь,а́хикьа ,sample,AA,yes
71,ƛʼ,a,кь,къвари́лъикьа,х,AA,no
72,ƛʼ,a,кь,къвари́лъикьа,х,AA,no
73,ƛʼ,a,кь,зивабакьа,х,AA,no_metaph
74,ɬː,NA,лълъ,къварилъилълъи,sample,AA,no
75,NA,a,NA,бакьа,х,AA,yes
76,mix,a,mix,кьва́гьичІукьа,sample,AA,no
77,mix,a,mix,кьу́дихикьа ,sample,AA,yes
78,NA,a,NA,бекьара́ ,sample,AA,yes
79,NA,a,NA,бекьара́ ,х,AA,yes
80,NA,a,NA,бакьа,sample,AA,yes
81,ƛʼ,a,кь,на́лъикьа,sample,AA,no
82,NA,a,NA,ра́кьа,sample,AA,yes
83,NA,a,NA,ва́кьа,sample,AA,no
84,NA,a,NA,ракьа,sample,AA,yes
85,NA,a,NA,ва́кьа,sample,AA,yes
86,NA,a,NA,ва́кьа,х,AA,yes
87,NA,a,NA,ва́кьа,х,AA,yes
88,ƛʼ,a,кь,гьикьа-гье́,х,AA,yes
89,ƛʼ,a,кь,гьикьа-гье́,sample,AA,yes
90,NA,a,NA,бакьа,sample,AA,yes
91,NA,a,NA,рекьара́,х,AA,yes
92,ƛʼ,a,кь,решинакьа́,sample,AA,yes
93,ƛʼ,a,кь,гьикьа́ ,sample,AA,no
94,ƛʼ,a,кь,гьикьа́ ,х,AA,no
95,ƛʼ,a,кь,гьикьа́ ,х,AA,yes
96,ƛʼ,a,кь,бе́рхинакьа́,sample,AA,no
97,ƛʼ,a,кь,гьикьа́ гье,sample,AA,yes
98,NA,a,NA,микьа́,sample,AA,yes
99,ƛʼ,a,кь,гьикьа́,х,AA,yes
100,ƛʼ,a,кь,гьикьа́,х,AA,yes
101,mix,a,mix,гьикьа́ха,sample,AA,yes
102,ƛʼ,a,кь,гьикьа́,х,AA,yes
103,ƛʼ,a,кь,гьикьа́ ,х,AA,no
104,ƛʼ,a,кь,решинакьа́,sample,AA,no
105,ƛʼ,a,кь,гьикьа́,х,AA,yes
106,ƛʼ,a,кь,гъванкьа́,sample,AA,yes
107,ƛʼ,a,кь,решинакьа́,sample,AA,no_sense
108,ƛʼ,a,кь,гьикьа́,sample,AA,yes
109,ƛʼ,a,кь,гьикьа́,sample,AA,yes
110,ƛʼ,a,кь,гьикьа́,х,AA,yes
111,ƛʼ,a,кь,гьикьа́,sample,AA,no
112,ƛʼ,a,кь,гьикьа́,х,AA,yes
113,ƛʼ,a,кь,гьикьа́,х,AA,yes
114,ƛʼ,a,кь,гьикьа́,х,AA,no
115,ƛʼ,a,кь,гьикьа́гье,sample,AA,unclear
116,ƛʼ,a,кь,гьикьа́-гье,х,AA,yes
117,ƛʼ,a,кь,гIайибакьа́,sample,AA,no
118,ƛʼ,a,кь,законакьа́,х,AA,no
119,ƛʼ,a,кь,гьикьа́,х,AA,yes
120,ƛʼ,a,кь,гьикьа́,х,AA,yes
121,ƛʼ,a,кь,гьикьа́,х,AA,no
122,ƛʼ,a,кь,гьикьа́,х,AA,yes
123,ƛʼ,a,кь,гьикьа́,х,AA,yes
124,ƛʼ,a,кь,гьикьа́,sample,AA,yes
125,ƛʼ,a,кь,гьикьа́,sample,AA,yes
126,ƛʼ,a,кь,гьикьа́,х,AA,yes
127,ƛʼ,a,кь,гьикьа́,х,AA,yes
128,ƛʼ,a,кь,микъаракьа́,sample,AA,yes
129,unclear,a,unclear,гьикьа́б,sample,AA,no
130,ƛʼ,a,кь,гьикьа́,sample,AA,yes
131,ƛʼ,a,кь,решинакьа́,sample,AA,yes
132,ƛʼ,a,кь,гьикьа́ гье,х,AA,yes
133,ƛʼ,a,кь,гьикьа́,х,AA,yes
134,ƛʼ,a,кь,тамихIакьа́,sample,AA,no
135,ƛʼ,a,кь,тамихIакьа́,х,AA,no
136,ƛʼ,a,кь,тамихIакьа́,х,AA,no
137,ƛʼ,a,кь,тамихIакьа́,х,AA,no
138,ƛʼ,a,кь,гьикьа́-гье,sample,AA,yes
139,ƛʼ,a,кь,гьикьа́-гье,х,AA,yes
140,ƛʼ,a,кь,гьикьа́,х,AA,no
141,ƛʼ,a,кь,гьикьа́,sample,AA,no
142,ƛʼ,a,кь,гьикьа́,х,AA,no
143,ɬ,a,лъ,телепо́налъа,sample,AA,yes
144,ɬ,a,лъ,су́тІилъа,sample,AA,no_metaph
145,ɬ,a,лъ,къе́цІилъа,sample,AA,no
146,ɬː,a,лълъ,багьа́лълъа,sample,AA,no
147,ɬ,a,лъ,кино́лъа,sample,AA,no
148,ɬː,a,лълъ,гьу́лълъа,х,AA,no_time
149,ɬː,a,лълъ,гьу́лълъа,sample,AA,no_time
150,ɬː,a,лълъ,беххи́лълъа,х,AA,unclear
151,ɬː,a,лълъ,беххи́лълъа,х,AA,unclear
152,ɬː,a,лълъ,беххи́лълъа,sample,AA,unclear
153,ɬː,a,лълъ,беххи́лълъа,х,AA,unclear
154,ɬː,a,лълъ,беххи́лълъа,х,AA,unclear
155,ɬː,a,лълъ,беххи́лълъа,х,AA,unclear
156,ɬː,a,лълъ,беххи́лълъа,х,AA,unclear
157,ɬː,a,лълъ,москве́лълъа,sample,AA,yes
158,ɬː,a,лълъ,бешена́лълъа,х,AA,yes
159,ɬː,a,лълъ,чанта́лълъа,sample,AA,yes
160,ɬː,a,лълъ,чанта́лълъа,х,AA,yes
161,ɬː,a,лълъ,багьа́лълъа,х,AA,no
162,ɬ,a,лъ,ба́нилъа,sample,AA,yes
163,ɬ,a,лъ,падва́ралъа,sample,AA,yes
164,NA,a,NA,ба́ртилъа,sample,AA,unclear
165,ɬː,a,лълъ,гьа́лълъа,х,AA,unclear
166,ɬ,a,лъ,газе́тилъа ,sample,AA,no
167,ɬ,a,лъ,мигъилъа,х,AA,yes
168,ɬ,a,лъ,амбулато́рилъа,sample,AA,yes
169,ɬ,a,лъ,ацта́вкалъа,х,AA,no
170,ɬ,a,лъ,ба́йлъа,х,AA,no
171,ɬ,a,лъ,ба́йлъа,х,AA,unclear
172,ɬ,a,лъ,ба́йлъа,sample,AA,no
173,ɬ,a,лъ,ба́йлъа,х,AA,no
174,ɬ,a,лъ,ми́гъвалъа,sample,AA,yes
175,ɬ,a,лъ,ми́гъвалъа,х,AA,yes
176,ɬ,a,лъ,би́ччилъа,sample,AA,no
177,ɬː,a,лълъ,га́рлълъа,sample,AA,no
178,ɬː,a,лълъ,багана́лълъа,sample,AA,yes
179,ɬ,a,лъ,зако́налъа,sample,AA,no
180,ɬː,a,лълъ,гьу́лълъа,х,AA,no
181,ɬ,a,лъ,ре́лъа,sample,AA,yes
182,ɬ,a,лъ,ру́хьулъа,х,AA,yes
183,ɬ,a,лъ,куро́рталъа,sample,AA,yes
184,ɬ,a,лъ,теа́терлъа,sample,AA,no
185,ɬ,a,лъ,би́ччилъа,sample,AA,yes
186,ɬ,a,лъ,до́нгилъа,х,AA,yes
187,ɬː,a,лълъ,на́лълъа,sample,AA,unclear
188,ɬ,a,лъ,мина́лъа,sample,AA,yes
189,ɬ,a,лъ,институ́тилъа,sample,AA,no_metaph
190,ɬ,a,лъ,комсомо́лалъа,sample,AA,no_metaph
191,ɬ,a,лъ,па́ртилъа,sample,AA,unclear
192,ɬ,a,лъ,ра́гъилъа,sample,AA,no
193,ɬ,a,лъ,гу́латирлъа,sample,AA,no
194,ɬ,a,лъ,разве́дкалъа,sample,AA,no
195,ɬ,a,лъ,ханлъи́лъа,sample,AA,no
196,unclear,a,unclear,га́лълъа,х,AA,yes
197,ɬː,a,лълъ,га́рлълъа,х,AA,no
198,ɬː,a,лълъ,га́рлълъа,х,AA,no
199,ɬː,a,лълъ,га́рлълъа,х,AA,no
200,ɬː,a,лълъ,га́рлълъа,sample,AA,no
201,ɬː,ku,лълъ,го́лълъаку,х,AA,yes
202,unclear,a,unclear,анта́ралъа,х,AA,
203,ɬ,a,лъ,мигъилъа,х,AA,yes
204,χ,NA,х,гъижихи,sample,AA,yes
205,ɬ,a,лъ,гъи́жилъа ,sample,AA,yes
206,ɬ,a,лъ,да́рццилъа,х,AA,no
207,ɬ,a,лъ,донгилъа,sample,AA,yes
208,ɬː,a,лълъ,гьу́лълъа,х,AA,no
209,ɬ,a,лъ,гьу́лъа ,х,AA,no
210,ɬ,a,лъ,гьинкIушалъа ,х,AA,yes
211,ɬ,a,лъ,гьинкIушалъа ,sample,AA,yes
212,ɬ,a,лъ,гьи́нцIалъа ,sample,AA,no
213,ɬ,a,лъ,гьи́нцIалъа ,х,AA,no
214,ɬ,a,лъ,гьи́нцIалъа ,х,AA,no
215,ɬ,a,лъ,гIу́мрулъа,sample,AA,no
216,ɬ,a,лъ,джуджахIалъа,sample,AA,no
217,ɬ,a,лъ,дагІба́лъа,sample,AA,unclear
218,ɬ,a,лъ,дагІба́лъа,х,AA,unclear
219,ɬ,a,лъ,къайда́лъа,sample,AA,no
220,ɬ,a,лъ,ишалъа,sample,AA,yes
221,ɬ,a,лъ,мигъилъа,х,AA,yes 
222,ɬ,a,лъ,капита́лилъа ,sample,AA,no
223,ɬ,a,лъ,капита́лилъа ,х,AA,no
224,ɬ,a,лъ,раъа́лъилъа,sample,AA,yes 
225,ɬ,a,лъ,регьаба́йлъа,sample,AA,yes 
226,ɬ,a,лъ,куро́рталъа,х,AA,yes
227,ɬ,a,лъ,кьучІчІилъа,sample,AA,unclear
228,ɬ,a,лъ,лагьлъи́лъа,sample,AA,no  
229,ɬ,a,лъ,лагьлъи́лъа,х,AA,no  
230,ɬ,a,лъ,лълъе́нилъа,х,AA,yes 
231,ɬ,a,лъ,лълъе́нилъа,х,AA,yes 
232,ɬ,a,лъ,гьа́нтІукІалъа,х,AA,yes 
233,ɬ,a,лъ,до́зелъа,sample,AA,no  
234,ɬ,a,лъ,миъа́ралъа,sample,AA,yes 
235,ɬ,a,лъ,мо́далъа,х,AA,no  
236,ɬ,a,лъ,мо́далъа,sample,AA,no  
237,ɬ,a,лъ,да́чалъа,х,AA,yes 
238,ɬ,a,лъ,мухъилъа,sample,AA,no  
239,ɬ,a,лъ,ча́йникIилъа,sample,AA,yes
240,ɬ,a,лъ,о́тпускалъа,х,AA,no
241,ɬ,a,лъ,пе́нсилъа,х,AA,no  
242,ɬ,a,лъ,питна́лъа,sample,AA,no_metaph
243,ɬ,a,лъ,ра́гъилъа,х,AA,no
244,ɬ,a,лъ,ра́гъилъа,sample,AA,no
245,ɬ,a,лъ,чІчІелъа,sample,AA,yes 
246,ɬ,a,лъ,за́лилъа,sample,AA,yes 
247,ɬ,a,лъ,мина́лъа,х,AA,yes 
248,ɬː,a,лълъ,чанталълъа ,х,AA,yes
249,ɬː,a,лълъ,гьу́лълъа,sample,AA,no
250,ɬ,a,лъ,сула́лъа,х,AA,no
251,ɬ,a,лъ,сула́лъа,х,AA,no
252,ɬ,a,лъ,сула́лъа,х,AA,no
253,ɬ,a,лъ,сула́лъа,х,AA,no
254,ɬ,a,лъ,сула́лъа,х,AA,no
255,ɬ,a,лъ,батIе́блъа ,sample,AA,no
256,ɬ,a,лъ,чІо́делъа,sample,AA,no
257,ɬ,a,лъ,хІуккелалъа́ (хІукке́лалъа),sample,AA,no
258,ɬ,a,лъ,батIе́блъа ,х,AA,no
259,ɬ,a,лъ,са́рилъа,sample,AA,no
260,ɬ,a,лъ,за́рилъа,sample,AA,no
261,ɬ,a,лъ,ру́кьилъа,х,AA,no
262,ɬ,a,лъ,ссе́кундалъа,sample,AA,no_time
263,ɬ,a,лъ,пучка́лъа,х,AA,yes
264,unclear,a,unclear,хъе́лъа,sample,AA,yes
265,unclear,a,unclear,гъайлъа,sample,AA,yes
266,ɬ,a,лъ,падва́лъа,sample,AA,yes
267,ɬ,a,лъ,хIасси́лалъа,sample,AA,no
268,ɬ,a,лъ,це́блъа ,sample,AA,no
269,ɬ,a,лъ,цIцIа́нйлъа,х,AA,yes_lex
270,ɬ,a,лъ,цIцIа́нйлъа,х,AA,yes_lex
271,ɬ,a,лъ,цIцIа́нйлъа,х,AA,yes_lex
272,ɬ,a,лъ,гІелмулъа,sample,AA,no
273,ɬ,a,лъ,цIцIи́нтуралъа,sample,AA,no
274,ɬ,a,лъ,чака́ралъа ,sample,AA,no
275,ɬ,a,лъ,даражалъа,sample,AA,no
276,ɬː,a,лълъ,арджаналълъа́,sample,AA,yes
277,ɬː,a,лълъ,арджаналълъа́,х,AA,no_sense
278,ɬ,a,лъ,армилъа́ ,х,AA,no_metaph
279,ɬ,a,лъ,армилъа́ ,х,AA,no_metaph
280,ɬ,a,лъ,армилъа́ ,х,AA,no_metaph
281,ɬ,a,лъ,армилъа́ ,х,AA,no_metaph
282,unclear,a,unclear,кІедалълъа́,х,AA,no
283,ɬ,a,лъ,бертинлъа́,х,AA,no
284,ɬ,a,лъ,бертинлъа́,х,AA,no
285,ɬː,a,лълъ,ми́ъаралълъа́,sample,AA,yes 
286,ɬ,a,лъ,гъунилъа́,sample,AA,yes 
287,ɬː,a,лълъ,донгилълъа́,sample,AA,yes 
288,ɬː,a,лълъ,рекулълъа́,sample,AA,yes 
289,ɬː,a,лълъ,донгилълъа́ ,sample,AA,yes 
290,ɬː,a,лълъ,Сибиралълъа́,sample,AA,yes 
291,ɬ,a,лъ,ссутIилъа́ ,х,AA,no
292,ɬ,a,лъ,лІенилъа́,sample,AA,yes 
293,ɬ,a,лъ,вагоналъа́,sample,AA,yes 
294,ɬ,a,лъ,лІенилъа́,х,AA,yes 
295,ɬ,a,лъ,йашавалъа́,sample,AA,no
296,ɬ,a,лъ,парадалъа́,sample,AA,no
297,ɬː,a,лълъ,гьулъа́,х,AA,no
298,ɬ,a,лъ,йаслилъа́,х,AA,no_metaph
299,ɬ,a,лъ,интиралъа́,sample,AA,yes 
300,ɬ,a,лъ,курсилъа́,sample,AA,no_metaph
301,NA,a,NA,къварилъа́,sample,AA,no
302,NA,a,NA,къварилъа́,х,AA,no
303,ɬ,a,лъ,инссалъа́,sample,AA,yes 
304,ɬ,a,лъ,лълъенилъа́,sample,AA,yes_lex
305,ɬ,a,лъ,нассиралъа́,sample,AA,yes 
306,ɬ,a,лъ,рагъилъа́ ,х,AA,no
307,ɬ,a,лъ,хІайваналъа́,sample,AA,no
308,ɬ,a,лъ,масхъа́ралъа́ ,sample,AA,no
309,unclear,a,unclear,лалълъа́,sample,AA,yes
310,ɬ,a,лъ,учоталъа́ ,sample,AA,no
311,ɬ,a,лъ,хъаллалъа́,sample,AA,no
312,ɬ,a,лъ,хIисабалъа́,х,AA,no
313,ɬ,a,лъ,хІуккелалъа́ (хІукке́лалъа),х,AA,no
314,ɬ,a,лъ,хІуккелалъа́ (хІукке́лалъа),х,AA,no
315,ɬ,a,лъ,хІуккелалъа́ (хІукке́лалъа),х,AA,no
316,ɬ,a,лъ,цIцIа́нйлъа,х,AA,yes_lex
317,ɬ,a,лъ,цIцIа́нйлъа,х,AA,yes_lex
318,ɬ,a,лъ,гьессублъа́,sample,AA,yes
319,ƛ,a,лI,га́рлIа,х,AA,no
320,ɬ,NA,лъ,устура́лъи,sample,AA,no_sense
321,unclear,a,unclear,хъарщилIа ,sample,AA,unclear__sense
322,ƛ,a,лI,чанта́лIа,sample,AA,no_sense
323,ƛ,a,лI,гье́ссублIа,х,AA,yes
324,NA,a,NA,весхъа,х,AA,no_sense
325,NA,a,NA,вессхъа́,sample,AA,no_sense
326,q,a,хъ,и́шхъа,sample,AA,yes 
327,q,a,хъ,цІахъа,sample,AA,yes 
328,unclear,a,NA,бесхъа,sample,AA,no_time
329,q,a,хъ,и́шхъ-ишхъа,sample,AA,yes 
330,q,a,хъ,ишхъа,sample,AA,yes 
331,unclear,a,unclear,бе́ссхъа,sample,AA,yes 
332,q,a,хъ,цІа́хъа,sample,AA,yes 
333,q,a,хъ,ишхъа,х,AA,yes 
334,NA,a,NA,ре́схъа,sample,AA,yes 
335,unclear,a,unclear,бе́схъа,х,AA,no_time
336,unclear,a,unclear,хъа́бхъа,х,AA,
337,q,a,хъ,ишхъа́,х,AA,yes 
338,q,a,хъ,ишхъа́ ,х,AA,yes 
339,NA,a,NA,бесхъа́,х,AA,yes 
340,NA,a,NA,бесхъа́,sample,AA,no_sense
341,NA,a,NA,бесхъа́,х,AA,no_sense
342,NA,a,NA,бесхъа́,х,AA,no_time
343,NA,a,NA,бесхъа́,х,AA,no_time
344,NA,a,NA,бесхъа́,х,AA,no_time
345,NA,a,NA,бесхъа́,х,AA,no_time
346,NA,a,NA,бесхъа́,х,AA,no_time
347,NA,a,NA,бесхъа́,х,AA,no_time
348,NA,a,NA,бесхъа́,х,AA,no_time
349,NA,a,NA,бесхъа́,sample,AA,yes 
350,q,a,хъ,ишхъа́ ,sample,AA,yes 
351,q,a,хъ,ишхъа́ ,х,AA,yes 
352,q,a,хъ,ишхъа́ ,х,AA,yes 
353,q,a,хъ,ишхъа́ ,х,AA,yes 
354,unclear,a,unclear,бессхъа́,sample,AA,yes 
355,q,a,хъ,ишхъа́ ,х,AA,yes 
356,unclear,a,unclear,бессхъа́,sample,AA,no_time
357,q,a,хъ,ишхъа́ ,х,AA,yes 
358,q,a,хъ,ишхъа́ ,sample,AA,yes 
359,NA,a,NA,весхъа́,х,AA,yes
360,NA,a,NA,ресхъа́,sample,AA,yes
361,NA,a,NA,весхъа́,sample,AA,yes
362,q,a,хъ,ишхъа́ ,sample,AA,yes
363,unclear,a,хъ,михъа́,sample,AA,yes
364,q,a,хъ,ишхъа́ ,х,AA,yes
365,NA,a,NA,бесхъа́,х,AA,no_time
366,unclear,a,unclear,бессхъа́,х,AA,unclear
367,NA,a,NA,вессхъа́ ,х,AA,no_sense
368,NA,a,NA,вессхъа́ ,х,AA,no_sense
369,NA,a,NA,рессхъа́ ,sample,AA,no_sense
370,q,a,хъ,ишхъа́ ,х,AA,yes
371,unclear,a,unclear,ми́къа ,sample,AA,yes
372,NA,a,NA,гьа́нкъа ,sample,AA,yes
373,unclear,a,unclear,ми́къа ,sample,AA,yes
374,unclear,a,unclear,ми́къа ,sample,AA,yes
375,unclear,a,unclear,ми́къа ,sample,AA,no_metaph
376,unclear,a,unclear,ми́къа ,х,AA,no
377,unclear,a,unclear,ми́къа ,х,AA,no_metaph
378,unclear,a,unclear,ми́къа ,sample,AA,yes
379,unclear,a,unclear,ми́къа ,х,AA,no_metaph
380,unclear,a,unclear,ми́къа ,х,AA,no_metaph
381,unclear,a,unclear,ми́къа ,х,AA,no_metaph
382,unclear,a,unclear,ми́къа ,sample,AA,unclear
383,unclear,a,unclear,ро́чIухалуха,sample,AA,no
384,χ,a,х,и́щиха,х,AA,yes
385,χ,a,х,гьарчIчIа́ха,sample,AA,yes
386,χ,a,х,бишти́ха,sample,AA,yes
387,χ,a,х,цІцІери́ха,sample,AA,no
388,χ,a,х,цІцІери́ха,х,AA,no
389,unclear,a,unclear,бессу́ха,sample,AA,no_POSS
390,χ,a,х,беххила́рха,х,AA,no
391,χ,a,х,беххила́рха ,х,AA,no
392,χ,a,х,гьарчІчІа́ха ,sample,AA,yes
393,χ,a,х,гьарчІчІа́ха ,sample,AA,yes
394,χ,a,х,гьарчІчІа́ха ,х,AA,yes
395,χ,a,х,гьеъе́ха,sample,AA,yes
396,χ,a,х,гьеъе́ха,sample,AA,yes
397,χ,a,х,тука́маха,sample,AA,yes
398,unclear,a,unclear,бессу́ха,sample,AA,no_POSS
399,χ,a,х,гьарчІа́ха,sample,AA,yes
400,unclear,a,unclear,рессу́ха,sample,AA,yes
401,χ,a,х,гьеъе́ха,х,AA,yes
402,χ,a,х,гьеъе́ха,х,AA,yes
403,χ,a,х,гьеъе́ха,х,AA,yes
404,χ,a,х,гьарчІчІа́ха ,х,AA,yes
405,χ,a,х,гьаочIчIа́ха ,sample,AA,unclear
406,χ,a,х,гьарчІчІа́ха ,х,AA,yes
407,χ,a,х,нача́лникІиха,sample,AA,no
408,χ,a,х,бекІу́маха,sample,AA,yes
409,χ,a,х,гьеэха,х,AA,yes
410,NA,a,NA,му́ха,х,AA,no_metaph
411,χ,a,х,ада́муха,sample,AA,no
412,χ,a,х,гуру́пеха ,sample,AA,no
413,χ,a,х,гуру́пеха ,х,AA,no
414,unclear,unclear,unclear,гъа́берха,х,AA,unclear
415,unclear,unclear,unclear,биле́ха,х,AA,unclear
416,unclear,a,unclear,гъи́жухамаха,х,AA,
417,χ,a,х,къватІу́ха,х,AA,no
418,χ,a,х,къва́тIуха,х,AA,no
419,χ,a,х,къва́тIуха,х,AA,no
420,χ,a,х,къва́тIуха,sample,AA,no
421,χ,a,х,къвайтIуха,sample,AA,no
422,χ,a,х,гьеэ́ха,х,AA,yes
423,χ,a,х,гьеэ́ха,х,AA,yes
424,χ,a,х,гьеъе́ха,х,AA,yes
425,χ,a,х,кьу́деха,х,AA,yes
426,χ,a,х,кьу́деха,sample,AA,yes
427,χ,a,х,гьарчІчІа́ха ,sample,AA,yes
428,χ,a,х,цІцІери́ха,х,AA,no
429,χ,a,х,нука́баха,sample,AA,no
430,unclear,unclear,unclear,эбху́лаха,х,AA,unclear
431,unclear,unclear,unclear,эбху́лаха,х,AA,unclear
432,unclear,unclear,unclear,эбху́маха ,х,AA,unclear
433,χ,a,х,гьарчІчІа́ха ,sample,AA,yes
434,χ,a,х,ру́шиха,sample,AA,no
435,χ,a,х,сураби́рха,sample,AA,no
436,χ,a,х,ма́духалиха ,sample,AA,yes
437,NA,a,NA,муха ,sample,AA,no
438,unclear,a,unclear,ххва́нйба́ха,sample,AA,no_metaph
439,NA,a,NA,муха ,х,AA,no_metaph
440,χ,a,х,чанта́баха,sample,AA,no_sense
441,χ,a,х,хьваъаби́рха,sample,AA,no
442,χ,a,х,цел-це́луха,sample,AA,no_POSS
443,χ,a,х,цІцІери́ха,х,AA,no
444,χ,a,х,цІцІери́ха,х,AA,no
445,χ,a,х,цIцIогьо́рирха,sample,AA,no
446,χ,a,х,ищиха,sample,AA,yes
447,χ,a,х,чIиквари́рха ,sample,AA,no
448,χ,a,х,гощуха́,sample,AA,yes
449,χ,a,х,гьудулаха́,sample,AA,yes
450,χ,a,х,тохториха́,sample,AA,yes
451,NA,a,NA,муха́,sample,AA,no_metaph
452,NA,a,NA,муха́,х,AA,no_metaph
453,χ,a,х,ищиха́ ,х,AA,yes
454,unclear,a,unclear,целалуха́,х,AA,unclear
455,χ,a,х,макIилуха́,sample,AA,no
456,χ,a,х,вашащуха́,sample,AA,no_POSS
